StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,ResponseId,UserLanguage,RecordedDate,curso,escolaridade,área_estudo,renda,verif_contrato_2,idade,renda_e_pessoas,contrato_AB,contrato_CD,contrato_EF,poltrona_venda_reais,poltrona_compra_reai,poltrona_venda_porce,Q30,verif_poltrona,verif_casa
2022-05-05 10:59:25,2022-05-05 11:23:03,IP Address,97,1417,False,R_3fIeYivAAKRq7yr,PT-BR,2022-05-12 11:23:07,Direito,Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,59,4,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",,,Igual,Menos suscetível,Aumentou,1 ano
2022-05-06 11:17:06,2022-05-06 11:17:15,IP Address,3,8,False,R_OHhYiXZfI6J3IXf,PT-BR,2022-05-13 11:17:16,,,,,,,,,,,,,,,,
2022-05-06 11:20:26,2022-05-06 11:23:26,IP Address,57,180,False,R_xi3maXztkpJ2CAh,PT-BR,2022-05-13 11:23:30,"Enfermagem ",Pós graduação (completa),Saúde,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,31,1,,,,,,,,,
2022-05-17 06:04:31,2022-05-17 06:33:40,IP Address,100,1748,True,R_1EarFAZpZYqhd1n,PT-BR,2022-05-17 06:33:40,"Serviço Social ",Superior (completo),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",Não sei,57,2,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Menos suscetível,Aumentou,1 ano
2022-05-18 10:26:06,2022-05-18 10:35:19,IP Address,100,552,True,R_3ebh9dVWDvDSrFo,PT-BR,2022-05-18 10:35:19,Psicologia,Superior (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,23,2,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Mais suscetível,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-05-14 07:15:34,2022-05-14 07:16:33,IP Address,10,58,False,R_1H64cMgRuQzTeKW,PT-BR,2022-05-21 07:16:41,,,,,,,,,,,,,,,,
2022-05-17 04:31:24,2022-05-17 04:35:50,IP Address,53,265,False,R_3HudICST4OQ1vUP,PT-BR,2022-05-24 04:35:52,"Psicologia ",Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,68,2,,,,,,,,,
2022-06-11 16:45:01,2022-06-11 16:56:44,IP Address,100,703,True,R_2PjNwOcIe2QeN8x,PT-BR,2022-06-11 16:56:44,"Marketing ",Superior (incompleto),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,23,1,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Menos suscetível,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-06-12 08:04:35,2022-06-12 08:11:43,IP Address,100,427,True,R_AMQ0yEleizo32sF,PT-BR,2022-06-12 08:11:43,Psicologia,Pós graduação (completa),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,28,5,"Contrato 1:
Você concorda em vender os computadores (em 2013) por R$1.200 a peça, independente do preço dos computadores na época. Sendo assim, se a inflação estiver abaixo de 20%, você estará ganhando mais do que o preço de 2013; todavia, se a inflação ultrapassar 20%, você estará ganhando menos do que o preço de 2013. Uma vez que você concordou com um preço fixo, seu lucro vai depender da taxa de inflação.",,,,,Igual,Mais suscetível,Aumentou,1 ano
2022-06-09 13:28:48,2022-06-09 13:29:16,IP Address,3,27,False,R_3dEvQwK8M87Ky5T,PT-BR,2022-06-16 13:31:03,,,,,,,,,,,,,,,,
2022-06-11 20:17:46,2022-06-11 20:18:56,IP Address,3,70,False,R_32WL5kh2TQSRGDl,PT-BR,2022-06-18 20:19:01,,,,,,,,,,,,,,,,
2022-06-30 05:57:45,2022-06-30 06:13:53,IP Address,100,967,True,R_30u7hnI3jQkKJbf,PT-BR,2022-06-30 06:13:53,Publicidade e Propaganda,Superior (completo),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",Não sei,49,4,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,,Mais suscetível,Menos suscetível,Permaneceu o mesmo,2 anos
2022-06-30 08:17:08,2022-06-30 08:25:37,IP Address,100,508,True,R_3niO2UvJqd89ieR,PT-BR,2022-06-30 08:25:37,Psicologia,Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",10%,36,2,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Mais suscetível,Mais suscetível,,,Permaneceu o mesmo,1 ano
2022-06-30 08:27:35,2022-06-30 08:38:04,IP Address,100,628,True,R_wLd4JKq66ueAIOR,PT-BR,2022-06-30 08:38:04,Psicologia,Superior (incompleto),Saúde,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",20%,22,2,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",,,Igual,Menos suscetível,Aumentou,1 ano
2022-06-30 08:31:08,2022-06-30 08:38:10,IP Address,100,421,True,R_1M3sOX15W1plBLm,PT-BR,2022-06-30 08:38:11,"Psicologia ",Superior (incompleto),Saúde,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,19,4,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,Mais suscetível,Igual,,,Aumentou,1 ano
2022-06-30 08:38:31,2022-06-30 08:54:05,IP Address,100,934,True,R_3kMvrAmoTk1PMmN,PT-BR,2022-06-30 08:54:05,"Psicologia ",Superior (incompleto),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,20,2,"Contrato 1:
Você concorda em vender os computadores (em 2013) por R$1.200 a peça, independente do preço dos computadores na época. Sendo assim, se a inflação estiver abaixo de 20%, você estará ganhando mais do que o preço de 2013; todavia, se a inflação ultrapassar 20%, você estará ganhando menos do que o preço de 2013. Uma vez que você concordou com um preço fixo, seu lucro vai depender da taxa de inflação.",,,,,Igual,Menos suscetível,Permaneceu o mesmo,Não sei
2022-06-30 08:48:51,2022-06-30 08:59:43,IP Address,100,652,True,R_1hYBYtLO9nuKjE0,PT-BR,2022-06-30 08:59:43,fisioterapia e educação física,Pós graduação (completa),Saúde,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,47,3,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Menos suscetível,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-06-30 08:51:20,2022-06-30 08:59:50,IP Address,100,509,True,R_1Ljty9v2yqPGCIp,PT-BR,2022-06-30 08:59:50,"Psicologia ",Superior (incompleto),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",Não sei,19,3,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Igual,Igual,,,Aumentou,1 ano
2022-06-30 08:58:24,2022-06-30 09:14:50,IP Address,100,986,True,R_2rSgdGd83wdK7f7,PT-BR,2022-06-30 09:14:50,Psicologia,Superior (incompleto),Saúde,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,23,5,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Mais suscetível,Menos suscetível,Aumentou,1 ano
2022-06-30 09:28:30,2022-06-30 09:36:54,IP Address,100,504,True,R_be0JWLhddLofhXb,PT-BR,2022-06-30 09:36:55,Psicologia,Superior (incompleto),Saúde,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,19,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Mais suscetível,Igual,Aumentou,1 ano
2022-06-30 09:29:22,2022-06-30 09:37:30,IP Address,100,488,True,R_2AE9sSHQ1sAarJk,PT-BR,2022-06-30 09:37:30,Psicologia,Superior (incompleto),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,20,4,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Menos suscetível,Menos suscetível,Aumentou,1 ano
2022-06-30 09:30:34,2022-06-30 09:43:15,IP Address,100,761,True,R_32VkayR72M8tQ49,PT-BR,2022-06-30 09:43:15,"Psicologia ",Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,23,6 ou mais,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-06-30 09:25:20,2022-06-30 10:01:10,IP Address,100,2149,True,R_25YNoKIi1d9Y7N6,PT-BR,2022-06-30 10:01:10,"Psicologia ",Superior (incompleto),Saúde,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",30%,28,3,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Igual,Igual,,,Permaneceu o mesmo,1 ano
2022-06-30 09:43:53,2022-06-30 10:06:23,IP Address,100,1349,True,R_Op9QCt7usWJWne1,PT-BR,2022-06-30 10:06:23,Psicologia,Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",30%,75,2,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",,,Menos suscetível,Igual,Diminuiu,1 ano
2022-06-30 08:15:08,2022-06-30 10:20:25,IP Address,100,7516,True,R_1pQfvOketVIdR9g,PT-BR,2022-06-30 10:20:25,Psicologia,Pós graduação (completa),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,67,2,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Menos suscetível,Permaneceu o mesmo,1 ano
2022-06-30 11:42:32,2022-06-30 12:13:34,IP Address,100,1862,True,R_3ef8bGIuTLaLM78,PT-BR,2022-06-30 12:13:35,"Psicologia ",Pós graduação (completa),Humanas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",Não sei,53,2,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Igual,Igual,,,Aumentou,1 ano
2022-06-30 12:06:49,2022-06-30 12:16:32,IP Address,100,582,True,R_1f2SwnKzZnryGZM,PT-BR,2022-06-30 12:16:32,"Fisioterapia ",Pós graduação (completa),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,42,3,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Igual,Igual,,,Aumentou,1 ano
2022-06-30 12:25:19,2022-06-30 12:32:01,IP Address,100,402,True,R_3nMj9sU7emIatga,PT-BR,2022-06-30 12:32:02,Psicologia,Superior (incompleto),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,22,6 ou mais,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Mais suscetível,Menos suscetível,Aumentou,1 ano
2022-06-30 13:43:10,2022-06-30 13:55:31,IP Address,100,741,True,R_3PSvUoCf8Cm9rvD,PT-BR,2022-06-30 13:55:32,"Psicologia ",Superior (incompleto),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,22,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Igual,Menos suscetível,Aumentou,1 ano
2022-06-30 15:45:21,2022-06-30 15:54:48,IP Address,100,567,True,R_3lsHicyRxUafn5g,PT-BR,2022-06-30 15:54:50,Administração com gestão em comércio exterior,Ensino Fundamental (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",30%,22,2,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Menos suscetível,Menos suscetível,,,Aumentou,Não sei
2022-06-30 16:14:09,2022-06-30 16:19:30,IP Address,100,320,True,R_29mjjUF15HKRTBo,PT-BR,2022-06-30 16:19:31,"Engenharia de computação ",Superior (incompleto),Exatas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",30%,19,6 ou mais,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Igual,Igual,,,Permaneceu o mesmo,1 ano
2022-06-30 16:46:13,2022-06-30 16:54:04,IP Address,100,471,True,R_3piidAnB1aRGCZM,PT-BR,2022-06-30 16:54:04,"Marketing e Ciência e Tecnologia ",Superior (incompleto),Exatas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,20,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Menos suscetível,Aumentou,Não sei
2022-06-30 17:09:41,2022-06-30 17:45:56,IP Address,100,2174,True,R_33kh7qPk6LKAFeG,PT-BR,2022-06-30 17:45:56,"Química ",Superior (incompleto),Exatas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",20%,22,2,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Igual,Menos suscetível,,,Aumentou,1 ano
2022-06-30 18:11:23,2022-06-30 18:19:39,IP Address,100,495,True,R_3JJmvZA6W6iDdnb,PT-BR,2022-06-30 18:19:39,Nutrição,Pós graduação (completa),Saúde,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,23,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Menos suscetível,Menos suscetível,,,Aumentou,1 ano
2022-06-30 19:48:34,2022-06-30 20:50:47,IP Address,100,3733,True,R_1r0RheW8I9FiAUT,PT-BR,2022-06-30 20:50:48,"Publicidade e Propaganda ",Superior (incompleto),Artes,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,20,3,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",,,Igual,Igual,Aumentou,1 ano
2022-07-01 06:09:55,2022-07-01 06:16:07,IP Address,100,372,True,R_20Ywc2kRw2NZ2Ta,PT-BR,2022-07-01 06:16:08,Direito,Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,51,5,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-07-01 08:33:49,2022-07-01 08:40:52,IP Address,100,423,True,R_12F6iu9R0rOdUYF,PT-BR,2022-07-01 08:40:53,"Psicologia ",Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,19,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Igual,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-07-01 09:09:56,2022-07-01 09:31:00,IP Address,100,1263,True,R_1dnpM67d085nVOf,PT-BR,2022-07-01 09:31:00,"Engenharia Mecânica ",Pós graduação (incompleta),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,23,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Igual,Igual,,,Permaneceu o mesmo,1 ano
2022-07-01 09:28:12,2022-07-01 13:32:26,IP Address,100,14653,True,R_7VxCQ9gVIaQ7fkB,PT-BR,2022-07-01 13:32:26,relaçoes internacionais,Superior (completo),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",Não sei,25,3,"Contrato 1:
Você concorda em vender os computadores (em 2013) por R$1.200 a peça, independente do preço dos computadores na época. Sendo assim, se a inflação estiver abaixo de 20%, você estará ganhando mais do que o preço de 2013; todavia, se a inflação ultrapassar 20%, você estará ganhando menos do que o preço de 2013. Uma vez que você concordou com um preço fixo, seu lucro vai depender da taxa de inflação.",,,,,Mais suscetível,Mais suscetível,Permaneceu o mesmo,1 ano
2022-07-01 15:38:07,2022-07-01 16:14:47,IP Address,100,2200,True,R_Og0V0pTj9Woozjr,PT-BR,2022-07-01 16:14:48,Sistemas de informação,Superior (incompleto),Exatas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,20,4,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Igual,Igual,,,Permaneceu o mesmo,1 ano
2022-07-01 22:24:40,2022-07-01 22:32:55,IP Address,100,495,True,R_OvPmekRByMA3h8B,PT-BR,2022-07-01 22:32:56,Administração e Teatro,Superior (completo),Artes,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",Não sei,24,3,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Igual,Menos suscetível,Aumentou,Não sei
2022-07-02 14:03:27,2022-07-02 14:26:12,IP Address,100,1364,True,R_3rGN4G5Hr2K9gFe,PT-BR,2022-07-02 14:26:13,Psicologia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,20,2,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Mais suscetível,Mais suscetível,,,Permaneceu o mesmo,1 ano
2022-07-02 14:27:41,2022-07-02 14:38:59,IP Address,100,678,True,R_2CNGQRuGMnbX9lm,PT-BR,2022-07-02 14:39:00,Economia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,21,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Igual,Igual,Aumentou,1 ano
2022-07-02 21:01:01,2022-07-02 21:12:42,IP Address,100,700,True,R_pQtrgHaWCa7BHq1,PT-BR,2022-07-02 21:12:43,Psicologia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",30%,21,4,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",,,Igual,Igual,Aumentou,1 ano
2022-07-02 22:50:24,2022-07-02 23:13:17,IP Address,100,1372,True,R_tEfBMVpOYTHlJHX,PT-BR,2022-07-02 23:13:17,"Engenharia Mecânica ",Superior (incompleto),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,21,6 ou mais,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Igual,Igual,,,Aumentou,1 ano
2022-07-03 06:28:57,2022-07-03 06:42:42,IP Address,100,824,True,R_1l6MHyvpRQqrtFw,PT-BR,2022-07-03 06:42:42,Engenharia Química,Pós graduação (completa),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,43,3,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Menos suscetível,Aumentou,1 ano
2022-07-03 18:55:03,2022-07-03 19:10:13,IP Address,100,910,True,R_xm9B4q1x5yncgI9,PT-BR,2022-07-03 19:10:13,Psicologia,Pós graduação (completa),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,55,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Igual,Igual,Aumentou,1 ano
2022-06-30 07:18:18,2022-06-30 07:18:50,IP Address,7,32,False,R_1CHhvOBkwJ8WPDz,PT-BR,2022-07-07 07:19:00,,,,,,,,,,,,,,,,
2022-06-30 08:25:49,2022-06-30 08:27:23,IP Address,50,93,False,R_3CPdMkuWJwajAtf,PT-BR,2022-07-07 08:27:24,Psicologia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,20,5,,,,,,,,,
2022-06-30 08:29:11,2022-06-30 08:32:08,IP Address,57,176,False,R_3KmEndRuni0jI3L,PT-BR,2022-07-07 08:32:09,Psicologia,Superior (incompleto),Saúde,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",,20,3,,,,,,,,,
2022-06-30 08:41:39,2022-06-30 08:44:24,IP Address,50,164,False,R_3CK6376J9thrIfG,PT-BR,2022-07-07 08:44:29,Psicologia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,19,4,,,,,,,,,
2022-06-30 09:00:58,2022-06-30 09:01:11,IP Address,7,13,False,R_YS4ICxSvKV76UDf,PT-BR,2022-07-07 09:01:12,,,,,,,,,,,,,,,,
2022-06-30 09:07:07,2022-06-30 09:07:46,IP Address,7,38,False,R_1jwFwT8kk6uf9UC,PT-BR,2022-07-07 09:07:51,,,,,,,,,,,,,,,,
2022-06-30 09:11:28,2022-06-30 09:21:06,IP Address,97,578,False,R_3mldx28xv8drDNX,PT-BR,2022-07-07 09:21:09,fonoaudiologia,Pós graduação (completa),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",30%,75,1,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Menos suscetível,Menos suscetível,,,Aumentou,1 ano
2022-06-30 09:18:20,2022-06-30 09:24:20,IP Address,57,360,False,R_1N2rLXAqoHLnN2U,PT-BR,2022-07-07 09:24:25,Psicologia,Superior (incompleto),Saúde,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",,23,3,,,,,,,,,
2022-06-30 09:43:29,2022-06-30 09:44:20,IP Address,7,50,False,R_21dei6hVaYxaXE0,PT-BR,2022-07-07 09:44:26,,,,,,,,,,,,,,,,
2022-06-30 10:03:31,2022-06-30 10:06:26,IP Address,50,174,False,R_0wETutYQK1jpBK1,PT-BR,2022-07-07 10:06:29,Psicologia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,23,4,,,,,,,,,
2022-06-30 10:41:58,2022-06-30 10:45:53,IP Address,57,234,False,R_u4vqyHw0gJfCd0J,PT-BR,2022-07-07 10:45:55,psicologia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,21,5,,,,,,,,,
2022-06-30 10:48:54,2022-06-30 10:54:56,IP Address,57,361,False,R_3q7PxcxK5oTvUwh,PT-BR,2022-07-07 10:54:57,"Psicologia ",Superior (incompleto),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",,22,3,,,,,,,,,
2022-06-30 10:56:04,2022-06-30 10:56:45,IP Address,7,41,False,R_2vYZLRsRPuGqBJi,PT-BR,2022-07-07 10:56:51,,,,,,,,,,,,,,,,
2022-06-30 12:28:50,2022-06-30 12:30:12,IP Address,50,81,False,R_2XbU1M1OfrDZNmL,PT-BR,2022-07-07 12:30:13,Psicologia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,20,4,,,,,,,,,
2022-06-30 16:06:28,2022-06-30 16:06:39,IP Address,3,10,False,R_8GhqyEuLyvfwo8x,PT-BR,2022-07-07 16:06:45,,,,,,,,,,,,,,,,
2022-06-30 16:32:07,2022-06-30 16:32:38,IP Address,3,30,False,R_3etsKbz81CTvzNf,PT-BR,2022-07-07 16:32:45,,,,,,,,,,,,,,,,
